Function Name,Parameters,Source,Line Number
AchievementStatTemplateMixin:OnLeave,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2063
AchievementStatTemplateMixin:Init,elementData,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2067
AchievementFrameStats_OnEvent,"self, event, ...",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2131
AchievementFrameStats_OnLoad,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2137
AchievementFrameStats_OnShow,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2147
AchievementFrameStats_OnHide,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2151
AchievementFrameStats_UpdateDataProvider,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2155
AchievementFrameSummary_UpdateSummaryProgressBars,categories,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2218
AchievementFrameSummary_Refresh,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2233
AchievementFrameSummaryAchievement_OnClick,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2409
AchievementFrameSummaryAchievement_OnEnter,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2438
AchievementFrameSummaryCategoryButton_OnClick,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2448
AchievementFrame_GetCategoryTotalNumAchievements,"id, showAll",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2458
AchievementFrameSummaryCategory_OnEvent,"self, event, ...",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2477
AchievementFrameSummaryCategory_OnShow,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2481
AchievementFrameSummaryCategory_OnHide,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2490
AchievementMetaCriteriaMixin:OnClick,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2496
AchievementMetaCriteriaMixin:OnEnter,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2500
AchievementMetaCriteriaMixin:OnLeave,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2509
AchievementFrame_UpdateAndSelectCategory,category,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2514
AchievementFrame_SelectAndScrollToAchievementId,"scrollBox, achievementId",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2565
AchievementFrame_ViewStatisticByAchievementID,achievementID,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2580
AchievementComparisonTemplateMixin:OnLoad,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2598
AchievementComparisonTemplateMixin:Init,elementData,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2602
AchievementFrameComparison_ForceUpdate,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2760
AchievementFrameComparison_UpdateDataProvider,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2768
AchievementFrameComparison_UpdateStatsDataProvider,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2782
AchivementComparisonStatMixin:Init,elementData,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,2824
AchievementFrame_IsComparison,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3037
AchievementFrame_FindDisplayedAchievement,baseAchievementID,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3147
AchievementFrame_HideSearchPreview,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3178
AchievementFrame_UpdateSearchPreview,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3191
AchievementFrameSearchBox_OnUpdate,"self, elapsed",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3207
AchievementFrameSearchProgressBar_OnUpdate,"self, elapsed",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3244
AchievementFrame_ShowSearchPreviewResults,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3258
AchievementFrameSearchBox_OnTextChanged,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3303
AchievementFullSearchResultsButtonMixin:Init,elementData,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3320
AchievementFrameSearchBoxContainer_OnLoad,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3347
AchievementFrameSearchBox_OnLoad,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3356
HasStickyFocus,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3358
AchievementFrameSearchBox_OnShow,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3364
AchievementFrameSearchBox_OnEnterPressed,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3371
AchievementFrameSearchBox_OnFocusLost,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3390
AchievementFrameSearchBox_OnFocusGained,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3395
AchievementFrameSearchBox_OnKeyDown,"self, key",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3401
AchievementFrame_SetSearchPreviewSelection,selectedIndex,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3409
AcheivementFullSearchResultsButton_OnClick,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3444
AchievementFrame_ShowFullSearch,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3451
AchievementFrameSearch_InitButton,"button, result",Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3464
AchievementFrame_UpdateFullSearchResults,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3489
AchievementFrame_SelectSearchItem,id,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3498
AchievementSearchPreviewButton_OnShow,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3507
AchievementSearchPreviewButton_OnLoad,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3511
AchievementSearchPreviewButton_OnEnter,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3522
AchievementSearchPreviewButton_OnClick,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3526
AchievementFrameShowAllSearchResults_OnEnter,,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3535
AchievementFrame_UpdateSearch,self,Blizzard_AchievementUI\Mainline\Blizzard_AchievementUI.lua,3539
AchievementFrameSummary_LocalizeButton,button,Blizzard_AchievementUI\Mainline\Localization.lua,48
AchievementButton_LocalizeMiniAchievement,frame,Blizzard_AchievementUI\Mainline\Localization.lua,57
AchievementButton_LocalizeProgressBar,frame,Blizzard_AchievementUI\Mainline\Localization.lua,61
AchievementButton_LocalizeMetaAchievement,frame,Blizzard_AchievementUI\Mainline\Localization.lua,65
AchievementFrame_LocalizeCriteria,frame,Blizzard_AchievementUI\Mainline\Localization.lua,69
AchievementCategoryButton_Localize,button,Blizzard_AchievementUI\Mainline\Localization.lua,94
AchievementButton_Localize,button,Blizzard_AchievementUI\Mainline\Localization.lua,73
AchievementComparisonButton_Localize,button,Blizzard_AchievementUI\Mainline\Localization.lua,85
localize,,Blizzard_AchievementUI\Mainline\Localization.lua,47
localizeFrames,,Blizzard_AchievementUI\Mainline\Localization.lua,100
ActionButtonUtil.ShowAllActionButtonGrids,,Blizzard_ActionBar\ActionButtonUtil.lua,56
ActionButtonUtil.HideAllActionButtonGrids,,Blizzard_ActionBar\ActionButtonUtil.lua,61
ActionButtonUtil.SetAllQuickKeybindButtonHighlights,show,Blizzard_ActionBar\ActionButtonUtil.lua,66
ActionButtonUtil.ShowAllQuickKeybindButtonHighlights,,Blizzard_ActionBar\ActionButtonUtil.lua,89
ActionButtonUtil.HideAllQuickKeybindButtonHighlights,,Blizzard_ActionBar\ActionButtonUtil.lua,93
ActionButtonUtil.GetPageForSlot,slot,Blizzard_ActionBar\ActionButtonUtil.lua,98
ActionButtonUtil.IsSpellOnAnyActiveActionBar,"spellID, excludeNonPlayerBars, excludeSpecialPlayerBars",Blizzard_ActionBar\ActionButtonUtil.lua,106
ActionButtonUtil.GetActionBarsForSpell,"spellID, excludeNonPlayerBars, excludeSpecialPlayerBars",Blizzard_ActionBar\ActionButtonUtil.lua,136
ActionButtonUtil.GetActionBarsForPetAction,actionID,Blizzard_ActionBar\ActionButtonUtil.lua,187
ActionButtonUtil.GetActionBarsForFlyout,actionID,Blizzard_ActionBar\ActionButtonUtil.lua,208
ActionButtonUtil.AddPlayerActionBarsContainingSlots,"slots, bars, excludeNonPlayerBars",Blizzard_ActionBar\ActionButtonUtil.lua,220
ActionButtonUtil.GetActionButtonBySpellID,"spellID, excludeNonPlayerBars, excludeSpecialPlayerBars",Blizzard_ActionBar\ActionButtonUtil.lua,288
ActionButtonUtil.GetActionBarStatusForSpell,"spellID, excludeNonPlayerBars, excludeSpecialPlayerBars",Blizzard_ActionBar\ActionButtonUtil.lua,340
ActionButtonUtil.GetActionBarStatusForPetAction,petActionID,Blizzard_ActionBar\ActionButtonUtil.lua,351
ActionButtonUtil.GetActionBarStatusForFlyout,flyoutActionID,Blizzard_ActionBar\ActionButtonUtil.lua,362
ActionButtonUtil.GetActionBarStatusFromBars,barsWithAction,Blizzard_ActionBar\ActionButtonUtil.lua,372
MoveMicroButtons,"anchor, anchorTo, relAnchor, x, y, isStacked",Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,17
UpdateMicroButtons,,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,29
AchievementMicroButton_OnLoad,,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,139
AchievementMicroButton_OnEvent,"event, ...",Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,151
SafeSetCollectionJournalTab,tab,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,165
CollectionMicroButtonMixin:EvaluateAlertVisibility,,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,173
CollectionMicroButtonMixin:OnLoad,,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,194
CollectionMicroButtonMixin:OnEvent,"event, ...",Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,205
CollectionsMicroButton_SetAlert,tabIndex,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,229
CollectionsMicroButton_SetAlertShown,shown,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,234
CollectionMicroButtonMixin:OnClick,"down, button",Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,242
EJMicroButtonMixin:OnLoad,,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,250
EJMicroButtonMixin:UpdateLastEvaluations,,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,263
EJMicroButtonMixin:OnShow,,Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,277
EJMicroButtonMixin:OnEvent,"event, ...",Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,281
EJMicroButtonMixin:OnClick,"down, button",Blizzard_ActionBar\Cata\MainMenuBarMicroButtons.lua,331
SpellFlyoutButton_OnClick,self,Blizzard_ActionBar\Cata\SpellFlyout.lua,7
SpellFlyoutButton_SetTooltip,self,Blizzard_ActionBar\Cata\SpellFlyout.lua,15
SpellFlyoutButton_UpdateCooldown,self,Blizzard_ActionBar\Cata\SpellFlyout.lua,40
SpellFlyoutButton_UpdateState,self,Blizzard_ActionBar\Cata\SpellFlyout.lua,44
SpellFlyoutButton_UpdateUsable,self,Blizzard_ActionBar\Cata\SpellFlyout.lua,52
SpellFlyoutButton_UpdateCount,self,Blizzard_ActionBar\Cata\SpellFlyout.lua,65
SpellFlyout_OnLoad,self,Blizzard_ActionBar\Cata\SpellFlyout.lua,80
SpellFlyout_OnEvent,"event, ..., self",Blizzard_ActionBar\Cata\SpellFlyout.lua,86
SpellFlyout_Toggle,"specID, isActionBar, showFullTooltip, parent, self, reason, direction, distance, flyoutID",Blizzard_ActionBar\Cata\SpellFlyout.lua,138
SpellFlyout_OnShow,self,Blizzard_ActionBar\Cata\SpellFlyout.lua,300
SpellFlyout_OnHide,self,Blizzard_ActionBar\Cata\SpellFlyout.lua,317
SpellFlyout_SetBorderColor,"self, b, g, r",Blizzard_ActionBar\Cata\SpellFlyout.lua,337
ActionBarMixin:ActionBar_OnLoad,,Blizzard_ActionBar\Mainline\ActionBar.lua,3
ActionBarMixin:ActionBar_OnEvent,"event, ...",Blizzard_ActionBar\Mainline\ActionBar.lua,57
ActionBarMixin:CacheGridSettings,,Blizzard_ActionBar\Mainline\ActionBar.lua,65
ActionBarMixin:ShouldUpdateGrid,,Blizzard_ActionBar\Mainline\ActionBar.lua,76
ActionBarMixin:UpdateGridLayout,,Blizzard_ActionBar\Mainline\ActionBar.lua,93
ActionBarMixin:SetShowGrid,"showGrid, reason",Blizzard_ActionBar\Mainline\ActionBar.lua,144
ActionBarMixin:GetShowAllButtons,,Blizzard_ActionBar\Mainline\ActionBar.lua,173
ActionBarMixin:ShouldRaise,"showGrid, reason",Blizzard_ActionBar\Mainline\ActionBar.lua,183
ActionBarMixin:UpdateFrameStrata,"showGrid, reason",Blizzard_ActionBar\Mainline\ActionBar.lua,194
ActionBarMixin:UpdateShownButtons,,Blizzard_ActionBar\Mainline\ActionBar.lua,198
ActionBarMixin:UpdateSpellFlyoutDirection,,Blizzard_ActionBar\Mainline\ActionBar.lua,221
ActionBarMixin:GetSpellFlyoutDirection,,Blizzard_ActionBar\Mainline\ActionBar.lua,246
EditModeActionBarMixin:EditModeActionBar_OnLoad,,Blizzard_ActionBar\Mainline\ActionBar.lua,256
EditModeActionBarMixin:SetupVisibilityFunctionOverrides,,Blizzard_ActionBar\Mainline\ActionBar.lua,266
EditModeActionBarMixin:EditModeActionBar_OnEvent,"event, ...",Blizzard_ActionBar\Mainline\ActionBar.lua,279
EditModeActionBarMixin:ShouldUpdateGrid,,Blizzard_ActionBar\Mainline\ActionBar.lua,287
EditModeActionBarMixin:IsShownOverride,,Blizzard_ActionBar\Mainline\ActionBar.lua,296
EditModeActionBarMixin:SetShownOverride,shown,Blizzard_ActionBar\Mainline\ActionBar.lua,308
EditModeActionBarMixin:ShowOverride,,Blizzard_ActionBar\Mainline\ActionBar.lua,316
EditModeActionBarMixin:HideOverride,,Blizzard_ActionBar\Mainline\ActionBar.lua,323
EditModeActionBarMixin:UpdateVisibility,,Blizzard_ActionBar\Mainline\ActionBar.lua,334
MarkNewActionHighlight,action,Blizzard_ActionBar\Mainline\ActionButton.lua,25
ClearNewActionHighlight,"action, preventIdenticalActionsFromClearing",Blizzard_ActionBar\Mainline\ActionButton.lua,29
SecureGetNewActionHighlightMark,action,Blizzard_ActionBar\Mainline\ActionButton.lua,55
GetNewActionHighlightMark,action,Blizzard_ActionBar\Mainline\ActionButton.lua,59
ClearOnBarHighlightMarks,,Blizzard_ActionBar\Mainline\ActionButton.lua,63
SecureGetOnBarHighlightMark,action,Blizzard_ActionBar\Mainline\ActionButton.lua,67
GetOnBarHighlightMark,action,Blizzard_ActionBar\Mainline\ActionButton.lua,71
UpdateOnBarHighlightMarks,actionButtonSlots,Blizzard_ActionBar\Mainline\ActionButton.lua,75
UpdateOnBarHighlightMarksBySpell,spellID,Blizzard_ActionBar\Mainline\ActionButton.lua,83
UpdateOnBarHighlightMarksByFlyout,flyoutID,Blizzard_ActionBar\Mainline\ActionButton.lua,87
UpdateOnBarHighlightMarksByPetAction,petAction,Blizzard_ActionBar\Mainline\ActionButton.lua,91
GetActionButtonForID,id,Blizzard_ActionBar\Mainline\ActionButton.lua,95
TryUseActionButton,"self, checkingFromDown",Blizzard_ActionBar\Mainline\ActionButton.lua,107
CheckPetActionButtonEvent,"id, isDown",Blizzard_ActionBar\Mainline\ActionButton.lua,121
ActionButtonDown,id,Blizzard_ActionBar\Mainline\ActionButton.lua,134
ActionButtonUp,id,Blizzard_ActionBar\Mainline\ActionButton.lua,149
ActionBar_PageUp,,Blizzard_ActionBar\Mainline\ActionButton.lua,163
ActionBar_PageDown,,Blizzard_ActionBar\Mainline\ActionButton.lua,178
ActionBarButtonEventsFrameMixin:OnLoad,,Blizzard_ActionBar\Mainline\ActionButton.lua,200
ActionBarButtonEventsFrameMixin:OnEvent,"event, ...",Blizzard_ActionBar\Mainline\ActionButton.lua,214
ActionBarButtonEventsFrameMixin:RegisterFrame,frame,Blizzard_ActionBar\Mainline\ActionButton.lua,221
ActionBarActionEventsFrameMixin:OnLoad,,Blizzard_ActionBar\Mainline\ActionButton.lua,227
ActionBarActionEventsFrameMixin:IsSpellcastEvent,event,Blizzard_ActionBar\Mainline\ActionButton.lua,270
ActionBarActionEventsFrameMixin:OnEvent,"event, ...",Blizzard_ActionBar\Mainline\ActionButton.lua,289
ActionBarActionEventsFrameMixin:RegisterFrame,frame,Blizzard_ActionBar\Mainline\ActionButton.lua,317
ActionBarActionEventsFrameMixin:UnregisterFrame,frame,Blizzard_ActionBar\Mainline\ActionButton.lua,321
ActionBarButtonUpdateFrameMixin:OnLoad,,Blizzard_ActionBar\Mainline\ActionButton.lua,327
ActionBarButtonUpdateFrameMixin:OnUpdate,elapsed,Blizzard_ActionBar\Mainline\ActionButton.lua,331
ActionBarButtonUpdateFrameMixin:RegisterFrame,frame,Blizzard_ActionBar\Mainline\ActionButton.lua,337
ActionBarButtonUpdateFrameMixin:UnregisterFrame,frame,Blizzard_ActionBar\Mainline\ActionButton.lua,341
ActionBarButtonRangeCheckFrameMixin:OnLoad,,Blizzard_ActionBar\Mainline\ActionButton.lua,347
ActionBarButtonRangeCheckFrameMixin:OnEvent,"event, ...",Blizzard_ActionBar\Mainline\ActionButton.lua,352
ActionBarButtonRangeCheckFrameMixin:RegisterFrame,"action, frame",Blizzard_ActionBar\Mainline\ActionButton.lua,364
ActionBarButtonRangeCheckFrameMixin:UnregisterFrame,"action, frame",Blizzard_ActionBar\Mainline\ActionButton.lua,375
ActionBarButtonUsableWatcherFrameMixin:OnLoad,,Blizzard_ActionBar\Mainline\ActionButton.lua,385
ActionBarButtonUsableWatcherFrameMixin:OnEvent,"event, ...",Blizzard_ActionBar\Mainline\ActionButton.lua,390
ActionBarButtonUsableWatcherFrameMixin:RegisterFrame,"action, frame",Blizzard_ActionBar\Mainline\ActionButton.lua,404
ActionBarButtonUsableWatcherFrameMixin:UnregisterFrame,"action, frame",Blizzard_ActionBar\Mainline\ActionButton.lua,414
ActionBarActionButtonMixin:OnLoad,,Blizzard_ActionBar\Mainline\ActionButton.lua,423
ActionBarActionButtonMixin:UpdateHotkeys,actionButtonType,Blizzard_ActionBar\Mainline\ActionButton.lua,447
ActionBarActionButtonMixin:UpdatePressAndHoldAction,,Blizzard_ActionBar\Mainline\ActionButton.lua,488
ActionBarActionButtonMixin:OnAttributeChanged,"name, value",Blizzard_ActionBar\Mainline\ActionButton.lua,501
ActionBarActionButtonMixin:UpdateAction,force,Blizzard_ActionBar\Mainline\ActionButton.lua,505
ActionBarActionButtonMixin:Update,,Blizzard_ActionBar\Mainline\ActionButton.lua,525
ActionBarActionButtonMixin:UpdateHighlightMark,,Blizzard_ActionBar\Mainline\ActionButton.lua,617
SharedActionButton_RefreshSpellHighlight,"button, shown",Blizzard_ActionBar\Mainline\ActionButton.lua,624
ActionBarActionButtonMixin:UpdateSpellHighlightMark,,Blizzard_ActionBar\Mainline\ActionButton.lua,634
ActionBarActionButtonMixin:HasAction,,Blizzard_ActionBar\Mainline\ActionButton.lua,640
ActionBarActionButtonMixin:UpdateState,,Blizzard_ActionBar\Mainline\ActionButton.lua,644
ActionBarActionButtonMixin:UpdateUsable,"action, isUsable, notEnoughMana",Blizzard_ActionBar\Mainline\ActionButton.lua,650
ActionBarActionButtonMixin:EvaluateState,,Blizzard_ActionBar\Mainline\ActionButton.lua,676
ActionBarActionButtonMixin:UpdateProfessionQuality,,Blizzard_ActionBar\Mainline\ActionButton.lua,680
ActionBarActionButtonMixin:ClearProfessionQuality,,Blizzard_ActionBar\Mainline\ActionButton.lua,698
ActionBarActionButtonMixin:UpdateCount,,Blizzard_ActionBar\Mainline\ActionButton.lua,704
ActionButton_UpdateCooldown,self,Blizzard_ActionBar\Mainline\ActionButton.lua,725
ActionButtonCooldown_OnCooldownDone,"self, requireCooldownUpdate",Blizzard_ActionBar\Mainline\ActionButton.lua,816
CreateChargeCooldownFrame,parent,Blizzard_ActionBar\Mainline\ActionButton.lua,826
StartChargeCooldown,"parent, chargeStart, chargeDuration, chargeModRate",Blizzard_ActionBar\Mainline\ActionButton.lua,838
ClearChargeCooldown,parent,Blizzard_ActionBar\Mainline\ActionButton.lua,849
ActionButton_SetupOverlayGlow,button,Blizzard_ActionBar\Mainline\ActionButton.lua,857
ActionBarActionButtonMixin:UpdateOverlayGlow,,Blizzard_ActionBar\Mainline\ActionButton.lua,872
ActionButton_ShowOverlayGlow,button,Blizzard_ActionBar\Mainline\ActionButton.lua,888
ActionButton_HideOverlayGlow,button,Blizzard_ActionBar\Mainline\ActionButton.lua,899
ActionBarOverlayGlowAnimOutMixin:OnFinished,,Blizzard_ActionBar\Mainline\ActionButton.lua,915
ActionBarOverlayGlowAnimInMixin:OnPlay,,Blizzard_ActionBar\Mainline\ActionButton.lua,923
ActionBarOverlayGlowAnimInMixin:OnFinished,,Blizzard_ActionBar\Mainline\ActionButton.lua,939
ActionBarButtonSpellActivationAlertMixin:OnHide,,Blizzard_ActionBar\Mainline\ActionButton.lua,954
ActionButtonInterruptAnimInMixin:OnFinished,,Blizzard_ActionBar\Mainline\ActionButton.lua,961
ActionBarButtonSpellActivationAlertProcStartAnimMixin:OnFinished,,Blizzard_ActionBar\Mainline\ActionButton.lua,966
